12430,0,2,7,0,5,0,10,10,7,0,0,4,1,0,0,0,2,10,2,2,0,68,35,43,77,7,2,0,79,21,170,145,4,266,0,32,0,0,0,37,0,0,1,21,19,46,0,3,9,0,34,17,0,0,22,15,64,0,11,12,2,35,4,0,0,0,2,0,0,100,0,3,0,0,2,0,0,1,5,8,7,7,1,2,252,17,2,6,47,0,17,4,1,2,1,0,38,0,9,0,3,2,14,3,0,8,0,4,4,0,995,10,0,1,18,2,1,5,20,15,2,4,0,1,12,0,2,4,3,0,1,0,11,2,11,14,2,0,1,1,2,4,26,4,2,4,0,0,0,1,0,3,1,0,4,5,56,0,21,11,2,10,2,0,2,0,5,0,3,118,3,9,1,1,2,23,1,13,19,39,0,58,4,9,2,2,15,19,161,8,0,0,2,0,0,0,49,0,108,5,5,3,1,1,9,8,0,11,2,96,4,7,3,6,2,0,40,11,18,16,0,7,0,0,3,0,5,14,1,0,1,0,0,6,21,47,3,2,0,0,22,1,2,4,1,10,2,5,0,14,0,7,11,1,0,233,0,21,2,2,12,1,5,4,23,0,124,49,0,1,61,1,24,7,6,2,296,45,3,0,0,8,104,1,2,1,0,2,60,2,4,1,12,0,0,0,0
12620,1,1,13,0,4,0,8,4,10,0,1,3,0,0,0,1,0,6,0,1,0,59,52,17,73,8,4,0,42,7,88,26,4,97,0,22,3,0,1,32,0,1,0,27,8,83,0,6,9,0,6,4,0,0,22,11,66,0,10,27,6,48,9,3,0,0,1,0,0,59,1,2,2,0,0,0,0,0,5,1,11,5,2,1,116,7,0,8,7,0,23,3,0,0,0,1,47,0,3,1,0,2,8,1,9,8,0,0,0,0,374,4,0,3,4,1,2,8,24,13,1,1,0,1,10,0,1,2,4,0,0,0,9,8,13,3,0,0,0,0,1,4,17,4,1,0,0,0,0,0,0,1,9,0,0,0,33,3,39,9,4,15,7,0,0,0,1,0,1,56,15,11,0,1,0,20,0,5,10,44,0,3,2,7,1,3,3,13,144,7,0,0,0,0,0,0,53,0,110,18,1,3,1,1,5,13,0,1,1,64,2,12,0,4,1,0,16,6,4,5,0,2,0,0,1,0,2,18,0,0,0,0,0,9,30,26,3,0,2,1,24,0,4,0,0,4,0,1,2,13,1,1,7,0,0,168,0,6,1,0,11,0,3,3,12,0,61,16,0,1,32,0,18,5,2,1,285,38,2,0,0,5,49,0,1,3,0,0,22,1,4,0,10,0,0,0,0
13090,3,0,15,0,5,0,7,5,11,0,0,3,0,0,0,0,0,1,0,0,0,28,45,24,67,4,4,0,35,4,37,47,4,101,0,21,1,0,0,40,0,0,1,21,7,55,0,6,5,0,4,3,0,0,9,9,76,0,12,14,1,22,33,0,0,0,1,0,0,48,0,1,0,0,1,0,0,0,2,6,8,2,2,2,126,2,0,1,11,0,11,0,0,0,1,0,35,0,6,0,1,3,6,0,2,0,0,2,2,0,459,8,0,0,6,16,0,11,25,5,1,0,0,0,2,0,0,0,4,0,0,0,9,2,7,3,0,0,1,2,0,2,7,1,2,5,0,0,0,0,0,1,11,0,2,1,37,0,38,6,0,0,1,0,1,0,4,0,0,47,10,2,2,0,5,14,0,2,1,58,0,5,1,2,6,6,6,28,104,4,0,4,2,1,0,0,44,1,75,9,5,1,1,0,7,3,0,5,0,59,3,5,0,2,0,0,6,0,20,8,0,4,5,0,1,0,5,13,0,0,0,0,0,4,14,26,9,0,0,0,28,0,4,0,0,1,3,2,1,4,0,2,14,0,0,153,0,9,3,6,13,0,4,3,9,1,80,5,0,0,15,0,13,2,1,0,323,38,5,0,0,0,27,0,0,1,0,1,12,1,0,3,5,0,0,1,0
14330,7,2,4,0,7,0,13,9,10,0,0,2,1,0,0,1,3,7,1,0,0,39,59,52,65,15,2,0,33,12,161,242,7,316,0,43,1,0,1,37,0,0,0,8,11,36,0,3,5,0,23,2,1,1,18,21,80,0,15,11,0,18,3,2,1,0,5,0,1,127,0,4,0,0,5,0,0,4,4,0,4,3,2,0,211,4,1,4,55,0,13,2,2,2,3,1,34,0,6,0,7,5,3,2,0,2,1,4,8,0,1753,12,0,1,15,13,6,11,7,3,2,4,0,0,2,1,1,5,2,0,0,0,9,4,10,6,3,0,1,0,0,0,3,4,1,5,0,1,0,0,3,5,1,1,7,4,45,0,21,5,2,5,8,0,3,0,7,0,1,74,4,5,1,4,17,25,0,14,21,62,0,12,0,11,1,1,12,115,77,7,0,2,1,1,0,0,42,0,90,3,7,1,2,0,1,8,1,3,0,70,23,7,1,4,2,0,36,3,15,16,0,10,0,1,5,0,7,9,0,0,1,1,0,1,16,21,6,0,0,0,17,0,350,10,2,5,0,6,0,7,0,16,22,0,0,245,0,11,3,4,9,0,2,8,42,0,131,14,0,3,77,0,22,4,0,0,886,25,5,0,0,5,121,1,1,6,1,0,69,7,1,3,4,0,0,2,0
14990,1,1,2,0,4,0,3,6,3,0,0,5,0,0,0,1,5,1,2,1,0,48,53,48,100,3,1,0,22,33,145,5,1,242,0,38,0,0,2,93,0,0,0,0,2,30,0,1,1,0,10,0,0,0,5,35,52,0,9,2,1,7,10,2,0,0,0,2,0,1,2,0,0,0,3,0,0,1,2,23,0,15,5,9,382,5,1,3,4,0,43,4,2,1,1,4,26,0,2,5,4,0,4,3,1,0,0,0,3,0,1103,10,0,2,8,6,2,5,1,5,4,5,0,0,17,0,1,1,0,0,1,0,8,0,22,0,4,1,0,0,0,1,8,4,0,3,0,0,0,0,0,1,1,1,2,1,41,1,9,11,1,5,5,0,2,0,3,0,0,21,5,7,0,0,4,24,0,1,19,75,2,0,0,10,4,7,19,56,217,7,0,0,0,0,0,0,26,0,130,0,8,3,1,0,4,5,0,5,0,45,0,7,4,2,3,0,139,13,9,0,1,0,1,1,4,0,3,19,0,0,2,0,0,0,137,23,1,1,1,0,6,0,2,3,0,6,2,3,0,79,0,2,4,0,0,228,0,16,0,0,39,0,1,1,31,0,115,17,2,4,39,0,28,0,4,2,280,39,64,1,0,5,120,0,0,3,0,0,56,0,4,15,3,0,0,0,0
16090,1,1,1,0,6,0,6,5,8,0,0,1,1,0,0,0,7,9,5,0,0,20,20,81,75,4,0,0,24,29,196,16,4,343,0,44,1,0,3,26,0,0,0,0,4,46,0,5,0,0,19,4,0,1,16,12,72,0,18,4,1,18,2,1,1,0,0,1,0,6,3,6,1,0,3,0,0,0,7,3,10,10,3,6,338,5,1,2,13,0,13,1,0,2,4,0,47,1,3,0,3,0,0,6,0,2,0,3,10,0,1963,7,0,2,15,1,3,13,3,4,11,10,0,0,3,0,1,2,0,1,0,0,15,0,6,10,1,3,1,0,0,4,6,3,0,1,0,1,0,0,0,2,0,2,9,1,39,5,17,2,0,4,2,0,3,0,4,0,1,69,2,1,0,0,5,17,0,6,39,38,0,0,2,22,0,1,4,34,69,4,2,0,1,0,0,0,25,0,63,3,1,4,0,0,9,6,0,0,1,64,0,10,2,7,2,0,217,8,11,6,0,3,4,1,11,2,4,8,1,2,1,1,1,0,17,13,2,1,1,0,15,0,2,4,0,1,0,10,0,4,0,6,13,1,0,251,0,13,1,0,11,0,11,5,44,0,117,33,0,2,97,1,121,5,3,0,272,20,3,1,0,5,149,0,0,2,1,0,32,0,3,1,8,0,0,0,0
17540,3,7,13,1,9,1,11,12,10,0,0,6,1,1,0,1,13,40,7,3,0,43,15,168,104,9,0,0,49,117,538,111,6,598,0,46,0,0,7,43,0,1,0,0,9,29,0,4,4,0,56,1,0,3,35,11,74,0,18,15,2,13,4,0,1,0,0,3,0,7,0,11,0,1,10,0,0,0,3,3,2,11,13,10,864,8,2,1,25,0,4,1,2,1,1,2,33,0,10,0,8,1,1,7,3,1,0,2,22,0,7135,10,0,0,23,1,3,3,5,8,2,11,0,1,6,0,7,4,2,2,2,0,5,0,11,17,6,1,6,1,1,2,7,6,0,4,0,0,0,0,1,7,0,0,15,4,60,11,28,8,2,3,2,0,6,0,9,0,1,221,4,4,0,0,8,30,0,16,98,64,1,1,5,33,1,2,9,16,101,25,3,0,1,2,1,0,57,0,86,5,8,2,4,0,1,6,1,3,1,81,3,19,9,8,12,1,326,7,24,7,0,4,0,0,19,0,10,14,1,0,0,0,0,0,28,18,8,7,1,3,21,0,7,4,1,7,2,17,0,8,0,5,20,3,0,394,0,12,2,3,12,1,5,3,128,1,223,118,0,4,247,4,461,7,10,12,356,41,6,4,0,6,378,0,3,4,1,4,55,0,19,10,5,0,1,0,0
18750,9,2,6,0,4,0,9,3,4,0,0,4,3,0,0,0,2,7,3,2,0,22,20,69,62,6,0,0,26,46,173,21,3,257,0,36,1,0,0,43,0,0,0,1,4,50,0,5,1,0,20,10,0,1,26,9,83,0,13,8,0,10,5,0,0,0,0,0,0,7,0,7,1,0,6,1,0,1,5,1,1,3,5,4,434,7,1,1,3,0,4,3,1,0,0,0,37,1,4,0,9,0,1,4,1,2,1,1,7,0,2158,6,0,1,9,0,0,13,3,8,4,2,0,0,6,0,4,0,1,0,1,0,8,1,3,1,4,0,1,1,3,0,8,4,1,3,0,0,0,1,0,0,1,0,1,7,42,2,22,1,2,3,1,0,1,0,2,0,2,51,0,4,0,2,3,20,0,6,24,46,0,2,3,7,1,8,8,11,67,8,1,0,0,2,0,0,46,0,52,10,1,0,0,0,0,4,1,1,3,57,0,11,3,4,0,0,82,4,11,3,0,1,0,0,3,1,11,2,1,0,0,0,0,0,15,14,5,2,0,0,14,0,13,1,1,6,5,4,4,6,0,5,15,1,0,193,0,7,2,0,4,0,3,4,43,2,100,72,0,4,81,0,137,4,6,1,298,16,6,1,0,2,119,0,0,2,0,1,23,0,3,5,4,0,0,0,4
20500,4,1,3,0,4,0,8,9,3,0,0,4,0,0,0,1,3,13,1,3,0,37,29,71,69,3,1,1,24,56,196,6,4,249,0,27,1,0,2,43,0,0,1,2,7,53,0,9,6,0,21,1,0,3,12,4,67,0,9,7,0,6,5,2,0,0,0,0,0,6,2,0,1,1,4,0,0,0,3,0,2,7,2,6,439,8,0,1,7,0,13,2,1,2,0,0,41,1,3,0,2,0,1,4,2,1,1,0,13,0,1550,20,0,0,4,2,0,12,2,3,6,4,0,0,8,0,6,5,0,0,0,1,4,0,13,12,0,0,1,2,0,1,2,15,0,2,0,0,0,3,0,1,0,0,5,2,61,1,19,6,1,12,1,0,0,0,4,0,1,70,2,7,0,2,0,14,0,4,22,52,1,2,1,10,0,6,5,8,72,3,0,0,0,0,0,0,34,0,72,8,1,2,0,1,2,5,1,6,0,66,0,7,1,4,1,1,121,7,7,1,1,1,0,0,3,0,4,11,2,0,0,0,0,3,38,36,4,1,0,0,15,0,0,2,2,4,0,6,0,10,0,6,17,0,0,217,0,8,2,1,6,0,5,2,35,0,106,38,0,0,88,0,90,3,3,2,172,23,3,0,0,7,123,0,0,0,1,2,8,0,6,3,4,0,0,0,2
24550,10,1,1,0,4,0,4,11,3,0,0,5,1,0,0,1,5,15,4,1,0,46,32,143,97,8,6,16,51,79,279,4,3,176,0,52,0,0,4,69,0,3,1,2,10,80,0,4,1,0,58,4,0,1,27,14,126,0,7,22,0,25,2,0,1,0,1,0,0,4,0,0,0,0,11,1,0,0,6,6,2,9,5,14,403,20,0,11,13,0,7,1,1,0,0,0,40,1,8,0,4,1,1,7,0,0,1,0,8,0,3628,21,0,5,17,5,1,12,4,24,21,5,0,0,3,1,6,2,0,0,2,3,7,0,10,6,3,2,0,0,2,2,8,2,4,13,0,0,0,1,0,4,0,0,2,2,42,4,22,5,2,1,6,1,12,0,16,0,0,90,14,7,1,0,5,40,0,5,44,69,4,1,4,22,0,1,7,7,187,13,0,0,3,0,1,0,44,0,94,0,1,5,1,0,2,70,5,3,1,86,0,32,2,6,1,8,234,8,8,2,2,0,1,0,6,5,7,14,1,0,0,0,0,0,122,35,8,0,2,0,22,0,0,1,1,2,2,9,1,29,1,7,20,0,0,354,0,10,2,2,9,1,5,3,45,1,149,29,0,2,99,0,121,8,3,3,176,10,5,2,0,2,181,2,1,3,0,5,24,0,10,3,16,0,0,0,1
26650,6,6,6,1,2,2,5,10,12,0,0,5,0,0,0,1,5,16,1,0,0,22,14,107,59,6,0,0,29,52,259,3,2,150,0,26,0,0,3,37,0,0,0,0,3,44,1,3,3,0,58,3,1,8,18,7,72,0,12,7,0,25,3,2,2,0,2,0,0,8,0,4,0,0,5,1,0,0,2,4,5,6,8,4,179,5,1,2,4,0,0,1,1,1,0,0,18,1,8,2,4,0,4,10,1,1,0,2,7,0,2259,6,0,2,6,1,0,7,2,7,2,15,0,0,1,0,1,0,3,0,2,0,2,0,3,34,3,0,1,0,1,1,5,0,0,4,0,0,0,0,0,5,0,0,11,3,32,17,14,0,3,3,1,0,6,0,3,0,1,43,1,2,0,1,4,25,0,3,43,28,0,0,1,19,0,8,8,9,47,9,1,0,0,0,0,0,28,0,53,2,5,3,3,1,2,0,0,0,0,63,0,6,0,6,1,2,233,10,5,2,0,3,0,0,5,0,3,6,0,0,0,0,0,0,30,16,2,1,0,0,9,1,2,1,0,7,1,17,1,6,0,1,13,1,0,207,0,4,0,2,6,0,5,1,39,0,110,25,0,3,97,1,93,8,1,0,171,16,6,1,0,3,174,1,0,2,0,4,12,0,3,2,4,0,1,0,0
32240,5,2,5,0,1,0,5,10,8,0,0,5,0,0,0,1,2,16,6,1,0,39,31,140,72,1,0,0,62,83,296,1,1,151,0,31,1,1,6,36,0,0,1,4,7,22,0,3,3,0,68,2,1,1,16,6,36,0,6,7,2,15,4,0,0,0,1,1,0,6,1,1,1,0,6,0,0,0,1,5,0,5,4,4,288,2,0,3,2,0,3,0,0,1,1,0,17,1,5,0,12,0,3,3,0,1,1,6,13,0,3871,6,0,0,16,4,0,2,1,9,3,8,0,0,5,0,9,2,0,0,0,1,4,0,8,22,6,0,1,0,2,1,5,6,2,4,1,0,0,0,0,0,0,0,13,4,33,39,6,10,0,1,8,0,4,0,8,0,1,43,7,1,0,1,1,13,0,1,56,41,0,0,5,20,0,5,1,5,81,9,0,0,0,0,0,0,27,0,69,1,1,2,1,0,0,6,0,5,0,69,0,9,1,2,3,1,337,8,7,2,0,1,0,0,6,1,6,6,0,0,0,0,0,0,40,12,2,0,0,0,4,0,0,0,1,7,0,8,1,9,0,2,5,1,0,267,0,6,0,0,5,0,3,1,45,0,116,44,0,6,134,0,75,9,2,5,100,11,1,3,0,3,191,0,1,3,3,1,12,0,17,1,1,0,0,0,0
38110,1,2,3,0,2,0,4,1,8,0,0,10,0,0,0,0,2,8,0,0,0,12,25,85,55,6,0,0,21,24,90,2,1,80,0,17,0,0,1,24,0,0,1,3,2,32,0,2,1,0,21,6,1,1,10,15,43,0,9,6,0,7,7,0,1,0,0,0,0,2,1,1,0,0,3,0,0,0,1,0,3,2,4,5,111,2,0,0,6,0,24,8,0,1,0,0,12,0,0,0,2,0,7,5,0,3,0,1,1,0,1227,2,0,1,2,0,0,5,4,6,1,2,0,0,5,0,0,0,1,0,1,0,2,0,4,8,0,0,2,0,1,0,4,1,3,19,0,0,0,0,0,1,0,0,1,1,25,6,7,2,0,0,7,0,1,0,2,0,0,35,0,5,0,0,1,19,0,0,22,29,0,2,0,8,0,1,9,5,44,9,0,0,0,0,0,0,8,0,34,1,0,1,3,1,6,4,2,2,0,45,0,4,0,6,0,0,111,14,11,0,0,0,0,0,0,1,0,9,0,0,0,0,1,1,9,19,3,1,1,5,2,0,1,1,1,11,2,2,0,3,0,7,5,0,0,166,0,4,0,0,1,0,2,4,5,1,76,21,0,3,42,0,54,4,1,1,113,24,2,0,0,4,74,0,0,0,0,1,8,0,5,1,0,1,0,0,0
40030,3,1,6,0,2,0,2,14,8,0,0,3,0,0,1,0,6,7,2,2,0,38,53,120,75,3,0,0,38,89,271,4,3,110,0,43,1,0,3,42,0,0,3,5,3,72,0,3,5,0,51,9,0,2,17,7,60,0,8,4,1,16,11,0,0,0,0,1,0,6,2,5,0,2,11,0,0,0,5,0,3,3,2,3,225,3,1,3,6,0,12,4,0,1,1,1,53,0,2,0,7,0,7,3,0,4,0,3,9,0,3011,5,0,1,8,8,1,12,1,7,4,6,0,0,6,0,0,3,3,0,0,3,4,0,16,15,2,1,2,0,2,0,9,7,1,7,0,0,0,0,0,3,0,0,7,3,40,38,22,1,1,12,5,0,0,2,7,0,2,56,3,5,0,3,0,28,0,1,75,29,0,2,1,19,0,7,10,3,94,16,0,0,0,0,0,0,36,0,121,0,5,3,2,2,2,3,6,16,6,73,0,8,1,7,3,2,186,12,5,1,1,2,1,0,4,13,2,21,0,0,1,0,0,0,60,28,9,1,1,1,13,0,0,0,0,10,3,10,1,24,0,6,11,0,0,275,0,17,2,3,5,2,4,3,36,0,108,23,0,4,78,2,55,7,2,4,188,30,2,0,0,15,101,1,0,3,1,1,20,0,7,2,6,0,0,0,1
47090,1,2,3,0,6,0,5,10,6,0,1,4,1,0,0,0,4,9,1,1,0,32,38,123,58,1,0,0,38,86,325,9,10,156,0,38,0,0,3,32,0,0,0,0,4,53,0,2,0,0,33,0,0,1,18,9,83,0,13,7,0,4,4,0,0,0,0,1,0,11,0,2,2,1,5,0,0,0,3,0,0,5,5,2,198,2,0,2,12,0,1,0,3,2,0,2,18,1,2,0,6,0,1,6,0,1,1,0,9,0,5102,3,0,0,13,0,3,8,1,7,1,1,0,1,1,0,3,0,3,0,0,0,0,0,28,9,2,3,1,0,1,0,5,4,0,17,0,2,0,0,0,0,2,0,3,2,30,11,16,0,1,6,1,0,2,0,3,0,1,59,1,2,0,1,1,28,0,2,54,40,0,4,3,21,1,5,4,16,64,3,1,0,0,0,0,0,20,0,66,0,4,2,1,0,2,1,0,6,0,53,0,27,0,5,2,0,286,4,8,2,0,0,0,0,8,0,1,10,0,0,0,0,0,1,128,38,7,0,0,0,2,0,0,3,0,12,4,7,0,8,0,7,5,0,0,208,0,3,0,2,7,2,16,2,26,1,111,115,2,6,99,0,79,3,0,2,115,14,12,2,0,4,123,0,0,5,1,3,15,0,9,9,0,0,0,0,0
52700,4,7,45,0,7,0,12,10,6,0,0,6,1,0,0,2,8,21,5,2,0,74,31,91,149,3,0,0,46,53,268,7,2,313,0,47,0,0,7,49,0,0,0,0,8,74,0,4,1,0,75,6,0,2,10,24,70,0,27,4,1,21,2,2,0,0,1,1,1,4,0,9,1,3,6,0,0,1,6,6,4,10,7,5,375,6,0,8,6,0,10,4,1,1,0,2,47,0,7,0,15,0,3,5,1,1,0,2,8,1,3166,6,0,8,76,0,1,12,4,8,12,7,0,2,12,0,3,0,0,0,6,0,9,0,29,10,4,2,1,0,0,0,6,3,2,8,0,92,0,0,0,2,0,0,8,1,45,38,21,2,4,5,7,0,3,0,4,1,0,71,7,4,0,2,5,21,0,2,29,63,1,6,6,19,0,7,7,24,85,6,2,0,0,1,1,1,18,0,91,0,5,2,3,3,2,9,0,11,0,89,0,8,6,7,2,0,148,20,9,0,1,0,0,0,7,1,4,13,0,1,2,0,0,0,123,24,4,1,6,0,5,0,0,2,0,3,1,11,0,14,4,3,15,1,0,352,0,10,1,1,6,0,3,5,64,1,119,91,2,6,132,1,85,7,1,0,294,21,3,0,0,11,227,0,0,12,1,2,92,0,10,3,5,0,0,1,0
